"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"35833",3,NA,0,0,1,0,0,0,1,1,164624,20111231,2011,20111231,"PTEK","730864204",0.356421052631579,7.1155,2,3
"35931",3,NA,0,1,0,1,0,0,0,0,164742,20111231,2011,20111231,"PTSRF","70214B118",1.00325966850829,56.22222,4,8
"35954",1,NA,0,0,1,0,0,0,0,0,165051,20111231,2011,20111231,"SPWR","867652406",1.77765650080257,617.393,5,15
"35977",0,NA,0,0,0,0,0,0,0,0,165121,20120331,2011,20120331,"NIGTF","65411L109",0.00285714285714286,24.037965,1,5
"36002",0,NA,0,0,0,0,0,0,0,0,165138,20120430,2011,20120430,"PFM","73935X732",NA,254.219,NA,12
"36026",4,NA,0,1,0,1,0,1,0,0,165209,20111130,2011,20111130,"CORR","21870U205",1.26326923076923,71.5806,5,8
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36127",1,NA,0,0,1,0,0,0,0,0,165270,20111231,2011,20111231,"TZWLF","894119106",0.294444444444444,5.64957,2,2
"36149",4,NA,0,0,1,1,0,1,1,0,165355,20110630,2011,20110630,"RCKGF","773405105",0.393577235772358,133.65795,2,10
"36187",1,NA,0,0,0,0,0,0,0,1,165432,20111231,2011,20111231,"PXE","73935X658",NA,67.29,NA,8
"36211",1,NA,0,0,0,0,0,0,0,1,165437,20111231,2011,20111231,"EGF","09255K108",NA,179.0655,NA,11
"36288",0,NA,0,0,0,0,0,0,0,0,165554,20111231,2011,20111231,"YGRAF","98474P501",NA,NA,NA,NA
"36310",0,NA,0,0,0,0,0,0,0,0,165563,20111231,2011,20111231,"BPTH","09057N102",NA,NA,NA,NA
"36335",0,NA,0,0,0,0,0,0,0,0,165569,20110630,2011,20110630,"SLY","78464A813",NA,77.5808,NA,8
"36360",2,NA,0,0,1,0,0,1,0,0,165577,20111231,2011,20111231,"BLNMF","09578V401",1.60833333333333,9.21744,5,3
"36379",2,NA,0,0,1,0,0,1,0,0,165637,20111231,2011,20111231,"URG","91688R108",0.712298850574713,90.19725,3,9
"36398",5,NA,0,1,1,1,0,1,0,0,165649,20111231,2011,20111231,"ETE","29273V100",0.00591177920157713,9048.24434,1,19
"36419",5,NA,0,1,1,0,0,0,1,1,165675,20110930,2011,20110930,"VIAB","92553P201",0.399656685596283,21628.542,2,20
"36474",2,NA,0,0,1,0,0,0,1,0,165734,20111231,2011,20111231,"AVRW","05356X809",3.22250847457627,49.2414,5,7
"36491",4,NA,0,0,0,1,0,1,1,0,165753,20110630,2011,20110630,"ARUZQ","05153H304",0.339,16.63,2,4
"36574",4,NA,0,1,1,1,0,0,1,0,165909,20111231,2011,20111231,"0066A","30299Z000",NA,NA,NA,NA
"36598",1,NA,0,0,0,0,0,0,0,1,165919,20120331,2011,20120331,"HMH","42327Y202",NA,46.06523,NA,7
"36620",4,NA,0,0,1,1,0,1,1,0,165943,20110630,2011,20110630,"CRDC","14141R101",0.12164533820841,72.846725,1,8
"36661",1,NA,0,0,0,0,0,0,0,1,166016,20110630,2011,20110630,"XHB","78464A888",NA,776.58,NA,15
"36733",2,NA,0,0,1,0,0,1,0,0,166253,20110930,2011,20110930,"NEWRF","651522302",5.3375,1.68084,5,1
"36809",0,NA,0,0,0,0,0,0,0,0,166428,20111231,2011,20111231,"TMPHF","879854107",NA,NA,NA,NA
"36832",5,NA,0,1,1,1,0,1,0,0,166436,20111231,2011,20111231,"LGCY","524707304",0.361749291784703,1349.92848,2,16
"36852",2,NA,0,0,0,0,0,0,1,0,166477,20111231,2011,20111231,"CESDF","13566W108",0.331919282511211,614.7887,2,15
"36883",0,NA,0,0,0,0,0,0,0,0,166533,20111231,2011,20111231,"RPG","78355W403",NA,257.3018,NA,12
"36908",3,NA,0,1,1,0,0,1,0,0,166555,20111231,2011,20111231,"ATEC","02081G102",1.5553488372093,153.70264,5,11
"36931",3,NA,0,0,1,1,0,1,0,0,166569,20111231,2011,20111231,"BMTI","09064X101",0.673754385964912,80.1648,3,9
"36952",5,NA,0,1,1,1,0,1,0,0,166593,20111231,2011,20111231,"SNCR","87157B103",0.288444223766965,1159.88274,2,16
"36993",2,NA,0,0,0,0,0,1,0,1,166711,20111231,2011,20111231,"SQBG","817340201",-2.73454545454545,1.980165,1,1
"37026",4,NA,0,0,0,1,0,1,1,0,166756,20111231,2011,20111231,"RTNB","776650103",1.64854545454545,4.4803,5,2
"37046",4,NA,0,1,1,0,0,1,0,0,170297,20111231,2011,20111231,"NTI","665826103",NA,NA,NA,NA
"37068",0,NA,0,0,0,0,0,0,0,0,170327,20111231,2011,20111231,"ROIQ.1","74966A104",NA,NA,NA,NA
"37094",0,NA,0,0,0,0,0,0,0,0,170342,20111231,2011,20111231,"SMH","57060U233",NA,435.78803,NA,14
"37136",0,NA,0,0,0,0,0,0,0,0,170384,20111231,2011,20111231,"GOGO","38046C109",NA,NA,NA,NA
"37303",0,NA,0,0,0,0,0,0,0,0,170603,20111231,2011,20111231,"ZYCI","98975X102",3981.5,0.00546,5,1
"37431",0,NA,0,0,0,0,0,0,0,0,170730,20111231,2011,20111231,"ONVO","68620A104",NA,NA,NA,NA
"37504",0,NA,0,0,0,0,0,0,0,0,170763,20120430,2011,20120430,"GFMH","381715101",-0.00778642936596218,6.0541357,1,2
"37549",5,NA,0,1,1,1,0,1,0,0,170791,20111231,2011,20111231,"BATS","05533L108",NA,NA,NA,NA
"37650",6,NA,0,1,1,0,0,1,1,1,170904,20111231,2011,20111231,"TUMI","89969Q104",NA,NA,NA,NA
"37678",0,NA,0,0,0,0,0,0,0,0,170945,20111231,2011,20111231,"PBYI","74587V107",NA,NA,NA,NA
"37706",3,NA,0,0,1,0,0,1,1,0,170969,20111231,2011,20111231,"TSRO","881569107",NA,NA,NA,NA
"37829",3,NA,0,0,1,0,0,1,0,1,171097,20111231,2011,20111231,"HPTX","44915N101",NA,NA,NA,NA
"37854",0,NA,0,0,0,0,0,0,0,0,171114,20111231,2011,20111231,"CXGP","16951W104",NA,NA,NA,NA
"37888",5,NA,0,1,1,1,0,0,1,0,171143,20111231,2011,20111231,"COS","16599Y934",NA,NA,NA,NA
"37940",0,NA,0,0,0,0,0,0,0,0,171180,20111231,2011,20111231,"CDNN","16951A102",NA,NA,NA,NA
"37966",5,5,1,0,1,1,1,1,0,0,174016,20120331,2011,20120331,"HNWEF","411355100",2.32307692307692,9.24209,5,3
"38010",3,NA,0,0,1,0,0,1,1,0,174071,20111130,2011,20111130,"CIEGF","G2136R106",2.40163120567376,74.37609,5,8
"38030",1,NA,0,0,0,0,0,0,0,1,174093,20111231,2011,20111231,"GCF","378968101",NA,72.2304,NA,8
"38120",5,NA,0,1,1,0,0,1,1,0,174222,20111231,2011,20111231,"DNKN","265504100",0.248558847077662,3001.02226,2,18
"38146",5,NA,0,1,0,0,0,1,1,1,174302,20111231,2011,20111231,"CNSWF","21037X100",0.160234558248632,1626.27408,1,17
"38241",0,NA,0,0,0,0,0,0,0,0,174395,20111231,2011,20111231,"DALXF","26357W103",NA,NA,NA,NA
"38274",5,NA,0,1,1,1,0,0,1,0,174483,20111231,2011,20111231,"UCCC","902557107",0.00620689655172414,155.6517,1,11
"38312",4,NA,0,0,0,1,0,1,1,0,174648,20111231,2011,20111231,"OSIR","68827R108",0.260878504672897,175.6298,2,11
"38391",0,NA,0,0,0,0,0,0,0,0,174846,20120331,2011,20120331,"DOO","97717W786",NA,338.661,NA,13
"38426",0,NA,0,0,0,0,0,0,0,0,174857,20120331,2011,20120331,"DLN","97717W307",NA,1212.784,NA,16
"38507",0,NA,0,0,0,0,0,0,0,0,174896,20110630,2011,20110630,"XPH","78464A722",NA,244.368,NA,12
"38532",1,NA,0,0,0,0,0,0,0,1,174902,20110630,2011,20110630,"XME","78464A755",NA,964.243,NA,16
"38557",0,NA,0,0,0,0,0,0,0,0,174937,20111231,2011,20111231,"FXA","23129U101",NA,785.043,NA,15
"38603",2,NA,0,0,0,1,0,1,0,0,175008,20111231,2011,20111231,"FOLD","03152W109",0.248226744186047,119.20976,2,10
"38623",3,NA,0,0,0,0,0,1,1,1,175064,20111231,2011,20111231,"SGYP","871639308",0.0514245014245014,190.5228,1,11
"38648",5,NA,0,1,1,0,0,1,1,0,175098,20111231,2011,20111231,"BLIAF","07786R204",0.535313046519762,6513.00213,3,19
"38702",2,NA,0,0,1,0,0,1,0,0,175151,20111031,2011,20111031,"LMTCF","861308104",0.703461538461538,16.1382,3,4
"38762",1,NA,0,0,0,0,0,0,0,1,175191,20111231,2011,20111231,"PGJ","73935X401",NA,231.398,NA,12
"38787",1,NA,0,0,0,0,0,0,0,1,175197,20111231,2011,20111231,"IWC","464288869",NA,388.455,NA,13
"38813",1,NA,0,0,0,0,0,0,0,1,175206,20120430,2011,20120430,"PXSV","73935X864",NA,52.36512,NA,7
"38838",1,NA,0,0,0,0,0,0,0,1,175211,20120430,2011,20120430,"IHI","464288810",NA,332.1945,NA,13
"38881",2,NA,0,0,1,0,0,1,0,0,175235,20111231,2011,20111231,"PYMXQ","73174C308",0.0664052287581699,81.09,1,9
"38959",4,NA,0,1,1,1,0,1,0,0,175362,20111231,2011,20111231,"BLKWF","131274102",1.975,72.23352,5,8
"39022",6,6,0,1,1,1,1,1,0,0,175442,20120531,2011,20120531,"EDU","647581107",0.164436061863448,4198.62729,1,18
"39058",1,NA,0,0,1,0,0,0,0,0,175494,20110731,2011,20110731,"PUURF","74623K107",0.498550724637681,32.578695,3,6
"39096",4,NA,0,1,1,0,0,1,0,0,175510,20111231,2011,20111231,"PVR","693665101",0.288300039169604,2017.71249,2,17
"39162",1,NA,0,0,0,0,0,0,0,1,175578,20111231,2011,20111231,"MXI","464288695",NA,483.34,NA,14
"39187",1,NA,0,0,0,0,0,0,0,1,175584,20111231,2011,20111231,"XRO","18383M407",NA,11.47791,NA,3
"39208",0,NA,0,0,0,0,0,0,0,0,175595,20110930,2011,20110930,"GSPE","40273W105",NA,NA,NA,NA
"39232",5,NA,0,1,1,1,0,0,1,0,175618,20111231,2011,20111231,"MELEF","598147106",0.698333333333333,258.4224,3,12
"39251",2,NA,0,0,0,0,0,1,0,0,175654,20111231,2011,20111231,"WLDN","96924N100",1.1905303030303,28.80504,4,5
"39370",0,NA,0,0,0,0,0,0,0,0,175837,20111231,2011,20111231,"CYMNF","46430P107",NA,40.19032,NA,7
"39395",5,NA,0,1,1,1,0,0,1,1,175886,20111231,2011,20111231,"GHSEQ","367348109",-209.743939393939,3.833082,1,2
"39451",3,NA,0,1,1,0,0,1,0,0,175982,20111231,2011,20111231,"CSIQ","136635109",4.05883458646617,114.79496,5,10
"39473",0,NA,0,0,0,0,0,0,0,0,175988,20111231,2011,20111231,"RYT","78355W817",NA,99.98,NA,9
"39516",5,NA,0,1,1,0,0,1,1,0,176021,20111231,2011,20111231,"ALLT","M0854Q105",0.345565789473684,470.44,2,14
"39560",0,NA,0,0,0,0,0,0,0,0,176045,20111231,2011,20111231,"XCG.","46430X100",NA,35.84,NA,6
"39595",0,NA,0,0,0,0,0,0,0,0,176071,20111231,2011,20111231,"DSI","464288570",NA,154.737,NA,11
"39640",0,NA,0,0,0,0,0,0,0,0,176107,20120331,2011,20120331,"EDGXF","27986R101",NA,NA,NA,NA
"39690",1,NA,0,0,0,0,0,0,0,1,176173,20111231,2011,20111231,"PXSC","73935X435",NA,15.38292,NA,4
"39726",1,NA,0,0,0,0,0,0,0,1,176212,20111231,2011,20111231,"OIL","06738C786",NA,437.31408,NA,14
"39767",5,NA,0,1,1,0,0,1,1,0,176247,20111231,2011,20111231,"AIMC","02208R106",0.416059479553903,500.878,2,14
"39789",3,NA,0,1,1,1,0,0,0,0,176259,20111231,2011,20111231,"TOO","Y8565J101",0.236394736842105,1878.6782,2,17
"39830",0,NA,0,0,0,0,0,0,0,0,176287,20111231,2011,20111231,"CSD","18383M605",NA,29.4,NA,6
"39880",1,NA,0,0,0,0,0,0,0,1,176333,20111231,2011,20111231,"BTZ","092508100",NA,629.7102,NA,15
"39914",3,3,0,1,0,0,0,1,0,0,176362,20120430,2011,20120430,"AVAV","008073108",0.553071546052632,540.97408,3,14
"39972",1,NA,0,0,0,0,0,0,0,1,176396,20111231,2011,20111231,"DBS","73936B309",NA,76.784,NA,8
"40022",1,NA,0,0,0,0,0,0,0,1,176437,20111231,2011,20111231,"GBF","464288596",NA,113.834,NA,10
"40061",4,NA,0,0,1,0,0,1,1,1,176481,20111231,2011,20111231,"MGMCF","59318A100",0.93875,75.4788,4,8
"40082",2,NA,0,0,1,0,0,1,0,0,176540,20111231,2011,20111231,"FSR","L3466T104",1.35648974668275,581.68443,5,15
"40104",1,NA,0,0,0,0,0,0,0,1,176545,20111231,2011,20111231,"UWM","74347R842",NA,203.931,NA,11
"40281",1,NA,0,0,0,0,0,0,0,1,176627,20111231,2011,20111231,"SRS","74348A871",NA,134.76216,NA,10
"40383",0,NA,0,0,0,0,0,0,0,0,176711,20111231,2011,20111231,"2326B","74993W939",NA,NA,NA,NA
"40405",3,NA,0,0,0,1,0,1,0,0,176725,20111231,2011,20111231,"TCAP","895848109",0.767667364016736,435.458,4,14
"40428",2,NA,0,0,1,0,0,1,0,0,176751,20111231,2011,20111231,"TMIAF","89626T103",0.32268115942029,141.45828,2,10
"40469",3,NA,0,1,1,0,0,0,1,0,176768,20110930,2011,20110930,"BLIN","10807Q205",3.23947368421053,6.546792,5,2
"40524",5,NA,0,1,0,1,0,1,1,0,176781,20110731,2011,20110731,"ARUN","043176106",0.143437908496732,2407.56975,1,18
"40569",1,NA,0,0,0,0,0,0,0,1,176800,20111231,2011,20111231,"EXT","97717W596",NA,33.7575,NA,6
"40654",2,NA,0,0,1,0,0,1,0,0,176917,20120531,2011,20120531,"ZNBR","98959T101",-0.319375,24.12,1,5
"40675",2,NA,0,1,1,0,0,0,0,0,176954,20111231,2011,20111231,"IPUB","45569C101",-2.25397260273973,5.84803,1,2
"40701",3,NA,0,0,1,0,0,1,1,0,176992,20111231,2011,20111231,"DMCAF","25253T107",0.096,63.39735,1,8
"40724",1,NA,0,0,0,0,0,0,0,1,177002,20111231,2011,20111231,"GAF","78463X806",NA,100.4,NA,9
"40804",1,NA,0,0,0,0,0,0,0,1,177085,20111231,2011,20111231,"XGC","18383M811",NA,5.4915,NA,2
"40826",1,NA,0,0,1,0,0,0,0,0,177110,20111231,2011,20111231,"NGSX","641252101",-2.76333089846603,24.5573958,1,5
"40849",4,NA,0,1,1,1,0,1,0,0,177127,20110630,2011,20110630,"SHOR","825211105",0.250852941176471,484.041,2,14
"40890",3,NA,0,0,1,0,0,1,1,0,177182,20110731,2011,20110731,"LLTP","53224T204",-0.00628571428571429,53.8832,1,7
"40907",1,NA,0,0,0,0,0,0,0,1,177207,20111231,2011,20111231,"UNG","912318201",NA,1078.16108,NA,16
"40938",3,NA,0,0,1,1,0,1,0,0,177226,20111231,2011,20111231,"BHRT","09062F201",-2.80357142857143,4.284,1,2
"41012",3,NA,0,0,1,1,0,1,0,0,177284,20111231,2011,20111231,"HLCSQ","42326R109",-3.48611111111111,3.139056,1,1
"41071",0,NA,0,0,0,0,0,0,0,0,177360,20111231,2011,20111231,"REZ","464288562",NA,143.715,NA,10
"41112",1,NA,0,0,0,0,0,0,0,1,177391,20111231,2011,20111231,"GBB","06739F176",NA,2.724,NA,1
"41135",0,NA,0,0,0,0,0,0,0,0,177408,20111231,2011,20111231,"FRI","33734G108",NA,329.1625,NA,13
"41160",0,NA,0,0,0,0,0,0,0,0,177413,20111231,2011,20111231,"FXU","33734X184",NA,328.119,NA,13
"41185",0,NA,0,0,0,0,0,0,0,0,177418,20110731,2011,20110731,"FXN","33734X127",NA,168.696,NA,11
"41249",3,NA,0,0,1,0,0,1,1,0,177439,20110930,2011,20110930,"STACF","736401100",NA,NA,NA,NA
"41286",3,NA,0,1,1,1,0,0,0,0,177472,20111231,2011,20111231,"NRTSF","65500B103",0.424571428571429,5.842375,2,2
"41345",0,NA,0,0,0,0,0,0,0,0,177534,20111231,2011,20111231,"DPO","260537105",NA,281.21864,NA,12
"41394",0,NA,0,0,0,0,0,0,0,0,177559,20111231,2011,20111231,"IPE","78464A656",NA,603.408,NA,15
"41421",3,NA,0,0,1,0,0,1,0,1,177599,20120531,2011,20120531,"KDMP","48723P109",-5.31777777777778,0.617535,1,1
"41462",4,NA,0,0,1,1,0,1,1,0,177650,20111231,2011,20111231,"AUTH","052660107",0.359626168224299,142.23831,2,10
"41495",4,NA,0,1,1,0,0,0,1,0,177674,20111231,2011,20111231,"WWAY","96169B100",0.758178571428571,150.5952,3,10
"41524",0,NA,0,0,0,0,0,0,0,0,177725,20111231,2011,20111231,"CBLZF","46428Y102",NA,50.0963,NA,7
"41601",2,NA,0,0,0,1,0,0,0,0,177782,20111231,2011,20111231,"BKCC","092533108",1.17343137254902,597.40176,4,15
"41674",2,NA,0,0,1,0,0,1,0,0,177872,20111231,2011,20111231,"SDBT","836091108",1.10417777777778,36.9225,4,6
"41738",5,NA,0,1,0,0,0,1,1,1,177925,20111231,2011,20111231,"WBC","92927K102",0.208905529953917,2810.8444,2,18
"41758",6,NA,0,1,1,1,0,1,1,0,177943,20111231,2011,20111231,"DHX","253017107",0.387840772014475,539.4303,2,14
"41777",6,NA,0,1,1,0,0,1,1,1,177966,20111231,2011,20111231,"ALSN","01973R101",NA,NA,NA,NA
"41798",3,NA,0,1,1,0,0,0,0,0,177982,20111231,2011,20111231,"DOLNQ","25659P402",1.17725352112676,260.51604,4,12
"41846",0,NA,0,0,0,0,0,0,0,0,178029,20111231,2011,20111231,"OY.","692424104",NA,NA,NA,NA
"41866",1,NA,0,0,0,0,0,0,0,1,178071,20111231,2011,20111231,"WPS","464288422",NA,115.626,NA,10
"41920",5,NA,0,1,1,0,0,0,1,1,178097,20111231,2011,20111231,"CPIX","230770109",0.769907063197026,107.71298,4,9
"42049",5,NA,0,1,1,1,0,0,0,1,178310,20111231,2011,20111231,"TDC","88076W103",0.18408781694496,8115.723,2,19
"42065",0,NA,0,0,0,0,0,0,0,0,178335,20111231,2011,20111231,"TFI","78464A458",NA,961.47,NA,16
"42089",1,NA,0,0,0,0,0,0,0,1,178376,20111130,2011,20111130,"FAV","33731L100",NA,66.41377,NA,8
"42199",6,NA,0,1,1,1,0,1,0,1,178519,20111231,2011,20111231,"LPLA","50212V100",0.408032089063523,3295.69356,2,18
"42241",0,NA,0,0,0,0,0,0,0,0,178540,20111231,2011,20111231,"6590B","00899A937",NA,NA,NA,NA
"42426",2,NA,0,0,1,0,0,1,0,0,178748,20111231,2011,20111231,"SRLTF","81173R101",0.495172413793104,24.49282,3,5
"42475",6,NA,0,1,1,1,0,1,0,1,178797,20111231,2011,20111231,"APEI","02913V103",0.173294824399261,772.28832,1,15
"42567",4,NA,0,1,1,0,0,1,0,0,178862,20111231,2011,20111231,"CIM","16934Q109",1.18171314741036,2578.94217,4,18
"42588",0,NA,0,0,0,0,0,0,0,0,178875,20111231,2011,20111231,"SVI.","86212H105",NA,NA,NA,NA
"42605",1,NA,0,0,0,0,0,0,1,0,178891,20110731,2011,20110731,"SGAE","82655L109",-0.001,108.06,1,9
"42624",2,NA,0,0,0,1,0,1,0,0,178905,20111231,2011,20111231,"FRCGF","30376T109",1.04389411764706,57.919,4,8
"42740",2,NA,0,0,1,0,0,1,0,0,178985,20111231,2011,20111231,"FLNKF","339338105",NA,NA,NA,NA
"42760",5,NA,0,1,0,1,0,1,0,1,179003,20111231,2011,20111231,"FABK","31848L104",1.27912975912976,51.96906,5,7
"42780",6,NA,0,1,1,1,0,1,0,1,179029,20111231,2011,20111231,"XIN","98417P105",4.97234285714286,127.631,5,10
"42800",0,NA,0,0,0,0,0,0,0,0,179057,20111231,2011,20111231,"ITM","57060U845",NA,349.758,NA,13
"42862",0,NA,0,0,0,0,0,0,0,0,179103,20111231,2011,20111231,"SCZ","464288273",NA,1230.504,NA,16
"42886",2,NA,0,0,1,1,0,0,0,0,179111,20110930,2011,20110930,"CNSO","12619C200",-0.814,14.0335,1,4
"42946",5,NA,0,1,1,0,0,1,1,0,179164,20111231,2011,20111231,"RCKXF","77467Q106",0.768997747747748,166.65984,4,11
"43008",0,NA,0,0,0,0,0,0,0,0,179199,20111231,2011,20111231,"SKYRF","83083Y309",NA,NA,NA,NA
"43025",0,NA,0,0,0,0,0,0,0,0,179212,20111231,2011,20111231,"TFCCF","881002109",NA,NA,NA,NA
"43092",1,NA,0,0,0,0,0,0,0,1,179267,20111231,2011,20111231,"HBNNF","44045G208",NA,31.2594,NA,6
"43146",4,NA,0,1,1,1,0,0,0,0,179303,20111231,2011,20111231,"BOX.2","G79978105",0.733821742066172,298.61403,3,13
"43166",0,NA,0,0,0,0,0,0,0,0,179341,20111231,2011,20111231,"BHL","09255Q105",NA,112.33635,NA,10
"43197",3,NA,0,0,1,0,0,1,1,0,179372,20111231,2011,20111231,"KBLB","50075W104",-0.020297699594046,43.358608,1,7
"43303",2,NA,0,0,1,0,0,0,0,1,179485,20111231,2011,20111231,"GRS.H","398242107",1.1559872611465,18.36272,4,4
"43339",6,NA,0,1,1,1,0,1,1,0,179519,20111231,2011,20111231,"0038A","61847Z002",NA,NA,NA,NA
"43359",3,NA,0,0,1,0,0,1,1,0,179543,20110731,2011,20110731,"FLPC","320697105",0.0718181818181818,8.36814,1,3
"43436",1,NA,0,0,0,0,0,0,0,1,179637,20111231,2011,20111231,"CNY","61747W257",NA,28.665,NA,5
"43483",4,NA,0,1,1,0,0,0,0,1,179700,20111231,2011,20111231,"DPS","26138E109",0.270212765957447,8374.8924,2,19
"43505",0,NA,0,0,0,0,0,0,0,0,179716,20111231,2011,20111231,"ACWI","464288257",NA,2184.406,NA,17
"43530",0,NA,0,0,0,0,0,0,0,0,179725,20111231,2011,20111231,"ICI","06739H412",NA,NA,NA,NA
"43551",0,NA,0,0,0,0,0,0,0,0,179748,20111130,2011,20111130,"CRUOF","77406P102",NA,NA,NA,NA
"43626",2,NA,0,0,1,0,0,1,0,0,179841,20111231,2011,20111231,"CDXS","192005106",0.538264150943396,190.7788,3,11
"43653",2,NA,0,0,1,1,0,0,0,0,179869,20111130,2011,20111130,"CRSXF.1","22099M933",0.633148148148148,129.74526,3,10
"43673",0,NA,0,0,0,0,0,0,0,0,179894,20110731,2011,20110731,"URBF","91704A204",-0.000318181818181818,221.1528,1,12
"43695",3,NA,0,0,1,0,0,1,0,1,179947,20120131,2011,20120131,"LNDG","51508G104",-0.0255871886120996,48.332,1,7
"43735",3,NA,0,0,1,0,0,1,0,1,180007,20110831,2011,20110831,"FCEN","30606D106",-0.250413223140496,2.42,1,1
"43760",1,NA,0,0,1,0,0,0,0,0,180021,20111231,2011,20111231,"MSTG","628187106",-0.00189189189189189,73.9408,1,8
"43876",5,NA,0,1,1,0,0,1,0,1,180177,20110630,2011,20110630,"PSOF","G6891W101",1.25092592592593,17.22708,5,4
"43898",1,NA,0,0,0,0,0,0,0,1,180209,20111231,2011,20111231,"FRN","18383Q838",NA,120.4496,NA,10
"43944",1,NA,0,0,0,0,0,0,0,1,180257,20111231,2011,20111231,"FAN","33736G106",NA,31.284,NA,6
"43976",4,NA,0,1,1,0,0,0,0,1,180272,20111231,2011,20111231,"BKFS","09299B932",0.383636363636364,1271.99842,2,16
"43994",1,NA,0,0,0,0,0,0,0,1,180288,20111231,2011,20111231,"HTU.","44046J102",NA,1.9745,NA,1
"44039",1,NA,0,0,1,0,0,0,0,0,180345,20110630,2011,20110630,"RSSS","761025105",0.109873015873016,52.99245,1,7
"44061",0,NA,0,0,0,0,0,0,0,0,180381,20120131,2011,20120131,"TRXXF","88103X108",1.60470588235294,2.181865,5,1
"44122",0,NA,0,0,0,0,0,0,0,0,180437,20111231,2011,20111231,"ARGEF","04014T102",NA,NA,NA,NA
"44144",3,NA,1,0,1,0,0,1,0,0,180450,20120531,2011,20120531,"WMRSF","960755205",0.36,7.6773,2,3
"44199",1,NA,0,0,0,0,0,0,0,1,180489,20111231,2011,20111231,"IPK","78463X657",NA,12.4025,NA,3
"44248",4,NA,0,1,1,1,0,0,0,0,180568,20111130,2011,20111130,"SOGAF","86323Y104",0.466375,52.9184,3,7
"44303",5,NA,0,1,1,0,0,1,0,1,180658,20111231,2011,20111231,"ART","04315B107",0.563135245901639,289.14488,3,13
"44408",6,NA,0,1,1,0,0,1,1,1,180833,20111231,2011,20111231,"MJN","582839106",-0.0127920849701731,14000.301,1,20
"44448",0,NA,0,0,0,0,0,0,0,0,180940,20111231,2011,20111231,"STMGF","831055108",NA,NA,NA,NA
"44598",0,NA,0,0,0,0,0,0,0,0,181701,20111231,2011,20111231,"AOR","464289867",NA,118.332,NA,10
"44638",0,NA,0,0,0,0,0,0,0,0,181733,20111231,2011,20111231,"TZV","464289800",NA,16.225,NA,4
"44683",0,NA,0,0,0,0,0,0,0,0,181809,20111231,2011,20111231,"XGC.","46430A100",NA,5.935,NA,2
"44705",1,NA,0,0,1,0,0,0,0,0,181837,20111130,2011,20111130,"UWII","91531E106",-0.00106666666666667,17.8635,1,4
"44728",1,NA,0,0,0,0,0,0,0,1,181873,20111231,2011,20111231,"SCO","74347W668",NA,141.95361,NA,10
"44753",1,NA,0,0,0,0,0,0,0,1,181878,20111231,2011,20111231,"UCD","74347W106",NA,8.974,NA,3
"44780",0,NA,0,0,0,0,0,0,0,0,181914,20111231,2011,20111231,"AGQ","74347W353",NA,578.9489,NA,14
"44802",4,NA,0,0,1,1,0,1,1,0,182012,20111231,2011,20111231,"GIG","37517Y103",0.807444444444444,38.7828,4,6
"44826",0,NA,0,0,0,0,0,0,0,0,182093,20111231,2011,20111231,"EDZ","25459Y470",NA,118.9276,NA,10
"44865",0,NA,0,0,0,0,0,0,0,0,182191,20111231,2011,20111231,"MIDU","25459W730",NA,56.592,NA,8
"44884",0,NA,0,0,0,0,0,0,0,0,182285,20111231,2011,20111231,"ISHG","464288125",NA,155.184,NA,11
"44948",1,NA,0,0,0,0,0,0,0,1,182404,20111231,2011,20111231,"BLUF","09641Q207",-0.454545454545455,0.9339,1,1
"45013",6,NA,0,1,1,1,0,1,0,1,182613,20111231,2011,20111231,"TETAA","88165Y200",0.0472836418209105,25.90704,1,5
"45034",0,NA,0,0,0,0,0,0,0,0,182683,20111231,2011,20111231,"LWC","78464A367",NA,67.133,NA,8
"45089",3,NA,1,0,0,0,0,1,0,1,182785,20120531,2011,20120531,"FROT.1","30499Z933",-0.0011,37.5,1,6
"45107",0,NA,0,0,0,0,0,0,0,0,182823,20111231,2011,20111231,"MAXMF","853376101",NA,NA,NA,NA
"45130",1,NA,0,0,0,0,0,0,0,1,182871,20111231,2011,20111231,"TYD","25459W565",NA,3.8935,NA,2
"45189",1,1,0,0,1,0,0,0,0,0,182934,20120229,2011,20120229,"AMBCF","03064H109",0.843835616438356,94.1846,4,9
"45231",3,NA,0,0,1,0,0,1,1,0,182979,20120531,2011,20120531,"HDRSF","43004Y101",0.724444444444444,23.12244,3,5
"45271",0,NA,0,0,0,0,0,0,0,0,183054,20111231,2011,20111231,"TUZ","72201R106",NA,143.23824,NA,10
"45297",0,NA,0,0,0,0,0,0,0,0,183069,20111231,2011,20111231,"ZDJ.","05560D102",NA,41.643,NA,7
"45322",5,NA,0,1,1,0,0,1,0,1,183082,20111231,2011,20111231,"CSB.UN","13536R106",1.02239923224568,92.1128,4,9
