ticker
NBR
MSLI
MFLX
BAS
PES
LSG
VIP
PZE
PBR
SSNI
ALSK
FALC
PDS
CRC
SPPR
WPX
TSE
VLGEA
PTEN
TTI
KBR
ZAGG
OEC
FCAU
MWW
ABCD
SVT
SGMS
APA
NTWK
ERI
SSE
AE
ONP
TTMI
CSH
AMS
MBUU
CPG
FRP
CWEI
NWBO
CHRS
REPH
FRO
SMI
CFRX
EXPR
PTSI
INNL
RM
MTL
NPK
FES
AT
LAZ
AOI
WRLD
SPN
SAGE
HRTX
NLS
NRX
LLEX
SYN
QURE
ROIAK
NGL
GTXI
CDXS
MCUR
QCCO
DEG
FWP
NNBR
ISLE
ZBB
LJPC
RUTH
IHT
BCO
MMLP
OUTR
STO
SNOW
SM
RRD
CVC
MDGN
RVNC
TRUP
ATSG
DTV
CBB
MHFI
CWST
ATRM
SN
GKNT
CVM
ALQA
DRRX
MNGA
AXAS
PNK
GNCMA
CVTI
AU
SRI
KIRK
AZPN
JYNT
CVO
UWN
CHS
GTE
PLCE
RTGN
AXDX
TGS
SSRI
SPKE
SZYM
PTBI
PKD
CLF
TRIL
UAN
UVV
STRP
SOHU
KMG
PRSS
LXK
HIVE
MC
AER
IMKTA
OAS
SQNS
ADT
ADMS
BYD
GBR
W
AMZN
PXLW
AEM
ON
USAK
PFSW
MRNS
DPRX
ISNS
ALJ
PHMD
TWI
COSI
AVGO
QEP
STNR
HSII
SSRG
IPCI
LND
HUSA
MMI
TTS
ELNK
LYB
TI
JBL
ADHD
AEO
IKGH
EAT
CCLP
MLSS
ADNC
SID
MUR
TRVN
COT
MN
FOLD
NE
INTG
GRH
FOMX
HMHC
ECOL
DRNA
HALO
LBTYK
GSS
GMAN
E
NEON
QEPM
OME
NTT
RRGB
BGC
TNH
IMN
PENN
PHX
INAP
NTLS
TOWR
SMLR
DLA
FIVN
AAV
ALR
ZBRA
COTY
IMDZ
APDN
MPG
MNKD
CSC
CSGS
TGA
BTE
BKEP
RSYS
SNE
FSAM
WFT
FLWS
ATVI
HTZ
BCOR
WSTC
FSL
RTRX
SHI
FEYE
VG
PMC
EROC
DDE
EPE
MIK
VRML
EBF
TRT
VET
IRCP
SMSI
MDAS
ACST
MBLX
OGXI
BBG
MRO
KEG
TECU
XRS
ODP
ROSE
FLL
AG
SARA
WPRT
SGYP
ARO
CERE
WMLP
MYE
OXBR
INSM
KOP
CASI
ARIA
CLRX
TWER
DAC
FOE
BLKB
FLY
AREX
PRMW
DGI
OMG
DARA
COP
EXEL
PGN
CATM
ECTE
OCUL
VISN
CAKE
LBY
CYNI
RCPT
XRM
WLK
NXTD
NAP
CDE
ANW
BAA
YPF
DATE
TPLM
PBY
FLXN
IIVI
CGIX
HELE
TWC
KOSS
GSB
ATLC
XEC
MTX
ENZN
EXK
GME
PTN
CGG
UGP
GPL
SAEX
NYMX
GTI
SIGM
CCXI
VAC
BRCD
TSU
GVP
KING
CLR
WLL
FCS
WATT
CLH
MCGC
CIVI
EDN
PTR
ENVI
BSQR
DXM
GLUU
ZA
DVAX
NOA
HCCI
NOG
FWM
HTHT
RMTI
MERC
GURE
RPXC
SC
CYH
FRS
INFA
SHEN
SFXE
CUDA
FATE
GERN
CVG
SAMG
TDS
HES
XNET
RMCF
LQ
CVEO
RNF
APC
ARES
NKA
HAWK
CBPX
CNQ
NVO
CADC
RALY
GFF
CPGI
CLVS
BKS
PAM
ISH
CRM
ADVS
DXPE
CRZO
SLCA
AMCC
CRESY
NADL
AMSG
MNK
AAWW
XNY
HRTG
CG
ENTG
VNTV
NSR
CEL
BRCM
BLMN
IMPR
SGU
SRNE
STLD
CHGG
NSTG
OI
MG
LPCN
ACAD
CYTX
PERF
HLF
WWWW
LRN
YDLE
JBT
DLNG
S
UFS
MNOV
PBIB
NUVA
TCK
GIB
ROCK
SYNA
CNET
FANG
CLGX
AZZ
TA
AMG
SCOR
REI
WETF
CGA
PLAB
QLIK
PPP
ATLS
VICL
BCRX
DLPH
COWN
FCSC
ICD
EXXI
LUB
KBAL
PNRA
ABX
HRC
CE
NSIT
IVC
WBAI
AMKR
EIGI
ATML
SNP
CTRN
SYF
AMCN
SVU
MCRI
SFL
NC
MCHX
SFLY
SIEN
CCCL
PVA
LLNW
SCX
BASI
CTAS
LXRX
BDMS
BBRG
BCE
QNST
SBGI
CVRS
HOFT
GTT
FGP
STM
HMLP
SCHL
CEB
DOW
QLTY
RPTP
RCI
GSL
BBW
HCOM
SPTN
EXLP
BTG
BXE
MITL
MRTN
CHDN
ALGT
UNTD
PZZA
MBT
YY
OXY
AAPL
WGA
EXH
SPIL
SZMK
DVN
ASFI
UEC
BT
CPLP
IPWR
ALDW
AGRO
TLP
BIG
CBR
EGN
CONE
CIDM
IAG
MEA
SU
AXTA
ESCA
CPE
HW
BP
BTX
PLAY
IDSY
MEOH
OXM
HCA
VCRA
CNTY
LOJN
TPI
ARRY
VBLT
IPHI
AOL
ORMP
LB
DCM
FI
CW
TPUB
LACO
CNK
VTL
OSIS
BSPM
GPIC
MM
VHC
MACK
DENN
PEIX
AVG
RLD
TNP
GASS
SRLP
CHTR
INTX
IRS
ASNA
KE
EXL
INCR
PRSC
SLB
KGC
PDCE
SODA
CYRN
CTHR
MTN
RES
GMK
KNOP
AMC
TAST
REN
SREV
TAC
JPEP
PXD
GPRE
RDS.A
SOHO
DHT
BCEI
YUM
ASH
SXT
AQXP
RNG
CRVP
TOT
CXO
CMRE
NES
SCL
NGS
NG
MGA
PWRD
COR
PAGP
PCTY
ING
SRPT
ESCR
TV
TSEM
MPC
FVE
CCO
HOLX
SPLK
DST
OMAM
PRPH
EVI
ANN
CIE
CMRX
CTB
GNVC
FONR
EBS
LOGI
BG
KNL
FBR
ONE
BSX
EC
AGX
IDSA
LEE
EQIX
EVR
STX
KR
RKT
NUAN
SKYS
ADM
TRCH
SLAB
ACUR
BERY
CRL
TWIN
BGFV
TSO
UHAL
OTEL
DHIL
DMRC
ADS
TORM
MIND
MOS
GSM
IRG
AMCX
NNA
MRGE
LDR
ATEN
EPIQ
MDWD
ARKR
DOOR
CUTR
FMD
GLOP
OSTK
TILE
SMTX
CENTA
NEO
BSET
SAND
GWPH
URI
APU
R
CAJ
VGZ
JMBA
DDC
RSPP
LGL
EA
JE
MCS
SHLM
TGT
SVVC
FMI
OCAT
PNY
AJRD
SYMX
EMR
DAN
FSI
OIS
PE
BIN
PNRG
QUAD
ZNGA
POST
JMP
AEGN
CYT
ACIW
TNET
EYES
FIG
TER
ORBK
HDP
PINC
SLH
BOBE
GPS
MMAC
NHTC
MSO
MANH
LPL
SYNC
PRAH
PBF
UTI
ACPW
CCSC
INUV
SCSS
INXN
EMN
CYAN
MSCC
FUN
PFPT
RNDY
RCKY
BUR
SDLP
ICCC
UIL
ARCP
TRR
SONC
LBIX
ACM
AMOT
HSC
VMW
MAG
SENEA
TLYS
LUX
ICL
EGRX
REFR
JAZZ
EXFO
PCMI
ASTC
VCYT
IACI
DMD
PMCS
LLY
PRTA
GCAP
CETV
PPC
KOS
OGEN
PFE
CRI
TSS
OFLX
GFI
EEI
MOH
NSP
HL
JEC
CHUY
MSG
WHR
PAYC
GLW
CIO
AKAM
ACAT
AAN
B
REV
FMSA
QSR
PMFG
AIMC
JNP
FCN
JBLU
STJ
IP
CAVM
SYKE
RGC
VSR
SYRX
CNHI
GHL
TRXC
CPIX
QADA
ARW
KAI
EMITF
HSP
MKTX
CVRR
SSFN
PFIN
NJR
MGH
CTXS
NTIP
FFHL
KIN
HNRG
IMI
BCOV
AIN
KSS
CHMT
ORA
BRSS
ABTL
CBT
RYAM
UBS
ESLT
ESI
SEMI
JCP
OPY
TBPH
BRFS
TLLP
GCA
SNCR
CRTO
COLM
SGY
TRQ
ARTX
COG
CDNS
CRUS
BWLD
MW
IMMY
ORPN
NEM
KTOS
USCR
NAVB
LTRPA
INTU
PETS
BBBY
IBA
PPO
VRTA
NSU
INN
MATX
PLCM
RLOG
CRBP
REE
NCR
NSAM
MCF
CPK
UGI
EOG
SERV
SPOK
EBIX
RDC
DL
TENX
ANAC
CRNT
DMLP
CHOP
FORM
TG
BBRY
WYY
VLO
MCEP
PSTR
AVY
ATO
GSV
VII
CPHI
NMM
WGL
RGR
CCM
ARWR
ZN
RGEN
OII
MRKT
POWR
M
KEP
BWC
GT
HMC
CHU
TCI
EBAY
SJR
X
PAAS
MMSI
WSM
CTIC
REMY
LONG
PRAA
AEPI
MLM
SWM
NI
RIG
THTI
MOCO
ERF
TWOU
EFX
VSH
LITB
PATI
EEFT
UHS
BLFS
GGP
CTL
GLDC
SPU
ARP
WVVI
CPS
IXYS
SQI
TTOO
SIX
NOC
CMP
SNX
SON
TXRH
CLX
BDCV
DLX
MCZ
MOC
WTI
MHLD
CAT
YOD
LNCO
VSAT
SBAC
SATS
QCRH
DRI
RSE
XENT
LXU
BLDP
BA
GPN
HFC
NP
ZEP
UFI
BIP
PRGO
HEES
OLN
HDS
IMS
WAB
HRS
CIEN
GLPI
CAL
CJJD
MODN
MPO
HII
BOTA
AKO.B
WIRE
CMPR
USAC
IOSP
WTW
FRSH
EFOI
GLYC
TMUS
NSAT
PRXL
UTMD
GTN
WK
MMC
EMCI
ULBI
CELP
INTC
ATAI
CMCSA
IART
PBH
EXA
AVOL
CVI
HME
ATNY
LMAT
IPAR
ATRI
AIR
SHOO
RDI
SHLX
IT
PLUG
FLO
RNO
JNS
SWKS
RBPAA
PBI
BEAT
SUN
AVEO
CLB
HEP
VWR
AEIS
VVC
RIBT
KNX
CBZ
ATRS
TACT
LEG
TRAK
NWN
VRTX
EROS
WWAV
BGG
TU
BAGR
REX
GFA
LINC
QVCA
DNR
BGMD
ARCO
EVTC
CZZ
DXCM
DATA
RNN
MNTA
AYR
RLOC
MANU
ESV
ARGS
SYK
GNL
FLEX
TAYD
HTM
HP
MATW
LEDS
ATW
NTZ
NEP
CSCD
TCCO
MDRX
ROL
LVS
NRZ
COVR
LYTS
PSTI
MCD
QIWI
UNT
YUME
FLT
MSTX
CLMT
TRN
NAT
RTIX
NQ
DMND
ATTO
AES
MHG
OHGI
PLPM
AMX
TBI
PF
SSNC
VC
SIRO
GLP
CRAI
AFOP
ITG
PKI
DAR
HCKT
VLTC
HQY
RCPI
BIO
PGH
CKEC
VRNS
BJRI
EGHT
TSM
HVT
ANR
LPNT
ZOES
STR
CTLT
WSCI
CO
PATK
COOL
VZ
MYCC
KALU
CMCM
AWR
WDR
LABL
KVHI
ELOS
IMH
CNC
IOT
ASPS
PZN
STB
PTCT
LVLT
TPL
ALIM
ATR
NS
NSEC
GIMO
MXIM
GRP.U
SEIC
CSOD
ESRX
SWFT
OGS
NTGR
WIN
WCN
GPOR
ACH
JCI
TCS
ARC
TX
BIOA
ZX
JIVE
KN
JW.A
KRA
DOX
T
NAII
CISG
